,loss_train,acc_train,loss_val,acc_val
88,0.04301306487480178,"tensor(0.9848, device='cuda:0', dtype=torch.float64)",0.11116387850884347,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
89,0.047440485108672874,"tensor(0.9823, device='cuda:0', dtype=torch.float64)",0.11566708173032385,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
90,0.0410580192929483,"tensor(0.9853, device='cuda:0', dtype=torch.float64)",0.10053630930394866,"tensor(0.9720, device='cuda:0', dtype=torch.float64)"
91,0.0446208168839803,"tensor(0.9835, device='cuda:0', dtype=torch.float64)",0.10451283301133663,"tensor(0.9680, device='cuda:0', dtype=torch.float64)"
92,0.043692271963926034,"tensor(0.9843, device='cuda:0', dtype=torch.float64)",0.11495295760990121,"tensor(0.9660, device='cuda:0', dtype=torch.float64)"
93,0.039994020463389464,"tensor(0.9845, device='cuda:0', dtype=torch.float64)",0.11291311422482249,"tensor(0.9680, device='cuda:0', dtype=torch.float64)"
94,0.043481426944345,"tensor(0.9848, device='cuda:0', dtype=torch.float64)",0.11684535823715851,"tensor(0.9600, device='cuda:0', dtype=torch.float64)"
95,0.0457988629618485,"tensor(0.9833, device='cuda:0', dtype=torch.float64)",0.11341510439012199,"tensor(0.9600, device='cuda:0', dtype=torch.float64)"
96,0.04359569631045451,"tensor(0.9830, device='cuda:0', dtype=torch.float64)",0.10739472484373255,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
97,0.044021153611916816,"tensor(0.9845, device='cuda:0', dtype=torch.float64)",0.10449016099236906,"tensor(0.9630, device='cuda:0', dtype=torch.float64)"
98,0.03937549281981774,"tensor(0.9863, device='cuda:0', dtype=torch.float64)",0.11372853160277009,"tensor(0.9590, device='cuda:0', dtype=torch.float64)"
99,0.04204299198609078,"tensor(0.9828, device='cuda:0', dtype=torch.float64)",0.10885284170508384,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
